agent_name,role,layer,scope,tools,inputs,outputs,guardrails,escalation_to,stack,actions,agent_code,agent_id,aka,artifacts,audit_logging,auto_remediation,autonomy_level,budget_cap,cache,capabilities,capability_pack,capability_pack_id,category,code_paths,commands,connectors,cost_center,court_gate,court_policy_id,created_at,data_sources,dependencies,depends_on_agents,display_name,efg_requirements,embedding_models,endpoints,epic,escalation_policy,export_control,failure_modes,governance_role,human_approval_required,last_updated,license_category,manifests,maturity_level,memory_scope,metrics,models,operational_readiness_score,operations_domain,owner_role,pii_handling,plane,policies,provides_capabilities,purpose,raci_a,raci_c,raci_i,raci_r,risk_class,scheduler_owner,scheduling,security_level,sla,source_file,source_row_index,source_rows_json,spawn_policy,state_store,status,subcategory,telemetry,telemetry_topic,tools_stack,triggers,type,version,health_status,repair_recommendations,issues_identified
The Strategy Board Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,bp NGF,The Strategy Board Agent,,,,,,per_intent,,The Strategy Board,,PACK-8e0c49ec,Agent,,,,PMO,,COURT-POLICY-CORE-A,,,,,The Strategy Board Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-8e0c49ec; min_plane=Control; approval=required,,Planned,,,trace.control.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Illusion approach means that each MicroAgentStack,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ju TGK,Illusion approach means that each MicroAgentStack,,,,,,tbd,,Illusion approach means that each MicroStack,,PACK-6300a2da,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,Illusion approach means that each MicroAgentStack,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-6300a2da; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Each MicroAgentStack,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ks XSZ,Each MicroAgentStack,,,,,,tbd,,Each MicroStack,,PACK-1f41c682,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,Each MicroAgentStack,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-1f41c682; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
This is done by the CommandChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,fv REM,This is done by the CommandChiefAgent,,,,,,tbd,,This is done by the CommandChief,,PACK-c19d7ee9,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,This is done by the CommandChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-c19d7ee9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
The MicroAgentStack,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,tv DXG,The MicroAgentStack,,,,,,tbd,,The MicroStack,,PACK-8b2c60c2,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,The MicroAgentStack,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-8b2c60c2; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
The Security Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,fv AIE,The Security Agent,,,,,,tbd,,The Security,,PACK-d412e4ca,Agent,,,,Ops,,COURT-POLICY-CORE-D,,,,,The Security Agent,cpu>=1; ram>=2GB; disk>=2GB; net>=10Mbps,,,D,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-d412e4ca; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.d,,,Agent,,Healthy,No specific recommendations,No issues identified
The CFO Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,bs SVJ,The CFO Agent,,,,,,tbd,,The CFO,,PACK-d5a615b9,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,The CFO Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-d5a615b9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
When delegating to a MicroAgentStack,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,yt FQN,When delegating to a MicroAgentStack,,,,,,tbd,,When delegating to a MicroStack,,PACK-5f6cc956,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,When delegating to a MicroAgentStack,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-5f6cc956; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Each MicroAgentStack or Board Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,id YCG,Each MicroAgentStack or Board Agent,,,,,,per_intent,,Each MicroStack or Board,,PACK-6752f475,Micro-Agent,,,,PMO,,COURT-POLICY-AGENTS-A,,,,,Each MicroAgentStack or Board Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-6752f475; min_plane=Control; approval=required,,Planned,,,trace.control.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
It gives the CommandChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,jq DVJ,It gives the CommandChiefAgent,,,,,,tbd,,It gives the CommandChief,,PACK-3d9767ec,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,It gives the CommandChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-3d9767ec; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
CFO Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,gm KTB,CFO Agent,,,,,,tbd,,CFO,,PACK-ae6209fe,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,CFO Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-ae6209fe; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
